Match_ID,Season,Match_Date,Home_Team,Away_Team,Venue_City,Home_Formation,Away_Formation,Home_Possession_Pct,Away_Possession_Pct,Home_Shots_On_Target,Away_Shots_On_Target,Home_Goals,Away_Goals,Home_Foreign_Goal_Contribution,Home_Indian_Goal_Contribution,Away_Foreign_Goal_Contribution,Away_Indian_Goal_Contribution,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Indian_Player_Rating_Avg,Home_Foreign_Player_Rating_Avg,Away_Indian_Player_Rating_Avg,Away_Foreign_Player_Rating_Avg,Home_Squad_Market_Value_Cr,Home_Foreign_Player_Market_Value_Cr,Away_Squad_Market_Value_Cr,Away_Foreign_Player_Market_Value_Cr,Home_Foreign_Clearances_Tackles,Home_Indian_Clearances_Tackles,Away_Foreign_Clearances_Tackles,Away_Indian_Clearances_Tackles,Home_Foreign_Big_Chances_Created,Home_Indian_Big_Chances_Created,Away_Foreign_Big_Chances_Created,Away_Indian_Big_Chances_Created,Home_Foreign_Big_Chances_Missed,Home_Indian_Big_Chances_Missed,Away_Foreign_Big_Chances_Missed,Away_Indian_Big_Chances_Missed,Home_Foreign_Interception_Rate,Home_Indian_Interception_Rate,Away_Foreign_Interception_Rate,Away_Indian_Interception_Rate,Home_Injury_Count,Away_Injury_Count,Weather_Condition,Pitch_Condition,Match_Condition,Home_Fatigue_Index,Away_Fatigue_Index,Home_Team_Chemistry_Score,Away_Team_Chemistry_Score,H2H_Home_Wins_Last5,H2H_Away_Wins_Last5,Referee_Strictness_Index,Home_Recent_Form_Pts,Away_Recent_Form_Pts,Home_Set_Piece_Conversion_Pct,Away_Set_Piece_Conversion_Pct,Key_Player_Missing_Side,Home_Foreign_Player_Ratio,Away_Foreign_Player_Ratio,Match_Result,Home_Points,Away_Points
ISL00183,2016-17,2017-02-10,Chennaiyin FC,ATK Mohun Bagan,Chennai,3-4-3,3-5-2,41.0,59.0,8,1,2,1,0,2,1,0,4,2,0,2,0,0,8.03,7.42,6.98,6.47,52.5,33.3,43.6,21.9,4,12,11,17,2,1,1,3,4,2,2,3,32.8,48.0,49.2,41.4,0,0,Humid,Average,Night,5.6,1.1,7.26,6.49,3,2,3.5,7,3,20.1,25.4,,0.45,0.35,Home_Win,3,0
ISL00184,2016-17,2017-02-12,Kerala Blasters,NorthEast United FC,Kochi,4-4-2,3-4-3,30.0,70.0,4,6,1,1,1,0,1,0,2,4,6,4,0,0,7.28,7.4,7.61,5.85,37.1,18.2,46.6,24.0,8,16,12,14,2,0,4,0,2,1,4,1,54.0,52.5,18.7,40.1,1,0,Rainy,Poor,Night,9.5,3.1,7.69,5.81,1,0,8.5,3,2,5.7,25.8,,0.33,0.48,Draw,1,1
ISL00185,2016-17,2017-02-13,East Bengal FC,NorthEast United FC,Kolkata,4-4-2,4-2-3-1,55.9,44.1,8,4,3,2,1,2,2,0,4,8,1,2,0,0,6.42,7.59,6.72,8.08,41.0,20.4,26.5,16.8,6,10,12,13,0,2,0,0,1,3,1,0,38.8,31.3,44.1,21.4,0,2,Rainy,Average,Night,6.9,2.8,6.78,6.27,1,1,8.4,8,3,29.7,15.2,,0.3,0.33,Home_Win,3,0
ISL00186,2016-17,2017-02-14,Mumbai City FC,Hyderabad FC,Mumbai,4-4-2,3-4-3,50.3,49.7,5,2,1,1,1,0,1,0,4,7,4,2,0,0,7.61,7.56,6.8,7.23,48.5,26.1,49.8,22.7,4,16,5,10,4,0,2,0,6,0,4,0,44.5,39.4,51.6,36.7,0,1,Humid,Good,Night,8.3,9.0,4.81,6.66,0,2,8.8,3,10,9.4,20.5,,0.3,0.38,Draw,1,1
ISL00187,2016-17,2017-02-15,FC Goa,ATK Mohun Bagan,Goa,4-4-2,3-5-2,48.9,51.1,4,4,2,2,1,1,1,1,6,7,4,4,0,0,6.98,7.93,6.56,8.32,68.9,37.5,43.4,29.9,16,14,6,13,2,0,1,1,2,0,2,2,39.9,45.8,38.8,26.9,0,2,Humid,Good,Night,6.8,3.4,6.31,8.46,2,0,9.0,8,0,9.0,13.5,Both,0.37,0.31,Draw,1,1
ISL00188,2016-17,2017-02-18,FC Goa,Kerala Blasters,Goa,4-4-2,5-3-2,59.8,40.2,11,4,4,0,4,0,0,0,8,3,2,2,0,0,8.01,7.25,6.96,6.19,38.6,19.4,42.7,19.7,6,13,8,10,0,1,3,4,0,2,3,5,52.0,16.2,23.8,18.0,1,0,Humid,Poor,Night,5.0,1.0,8.26,6.01,1,1,5.0,8,3,7.2,12.2,,0.46,0.33,Home_Win,3,0
ISL00189,2016-17,2017-02-19,Kerala Blasters,NorthEast United FC,Kochi,4-3-3,5-3-2,36.3,63.7,2,12,0,1,0,0,1,0,3,3,1,2,0,0,7.04,7.05,7.77,6.54,23.3,15.8,52.4,25.7,7,18,4,13,5,2,2,2,6,3,2,2,22.9,28.4,17.3,15.1,1,2,Clear,Good,Night,4.0,9.9,7.42,6.69,1,0,7.5,2,2,11.7,7.5,,0.37,0.38,Away_Win,0,3
ISL00190,2016-17,2017-02-19,Bengaluru FC,Punjab FC,Bengaluru,5-3-2,3-5-2,35.9,64.1,4,3,1,1,0,1,0,1,7,3,3,3,0,0,6.81,7.07,7.19,7.14,43.4,28.5,59.1,36.1,13,9,5,12,0,1,4,1,0,2,5,2,43.0,48.2,48.9,51.1,0,3,Humid,Average,Night,3.3,4.6,5.43,5.82,1,0,4.1,9,7,8.7,20.9,,0.49,0.5,Draw,1,1
ISL00191,2016-17,2017-02-20,ATK Mohun Bagan,Bengaluru FC,Kolkata,4-4-2,3-5-2,50.7,49.3,4,10,0,1,0,0,1,0,1,6,1,4,0,0,6.2,7.36,7.19,6.82,28.9,13.8,61.6,29.5,11,17,5,11,0,1,0,1,1,2,1,2,32.1,37.4,51.1,21.9,3,0,Humid,Good,Night,5.7,2.5,7.04,9.34,0,0,3.3,1,7,6.3,5.3,,0.3,0.3,Away_Win,0,3
ISL00192,2016-17,2017-02-20,ATK Mohun Bagan,Bengaluru FC,Kolkata,3-5-2,4-4-2,46.4,53.6,2,5,1,0,0,1,0,0,7,4,4,0,0,0,6.56,7.16,5.83,6.23,49.3,26.7,35.4,24.8,4,13,14,17,2,1,0,1,2,1,0,1,35.9,32.7,41.3,50.8,2,2,Humid,Good,Night,3.4,9.4,8.29,8.67,0,1,7.9,1,9,28.0,18.3,Home,0.32,0.42,Home_Win,3,0
ISL00193,2016-17,2017-02-24,Jamshedpur FC,Mumbai City FC,Jamshedpur,3-4-3,4-4-2,49.8,50.2,2,2,0,1,0,0,1,0,8,11,0,3,0,0,6.88,7.77,5.9,6.91,61.0,31.0,56.7,31.7,12,10,7,8,0,1,3,3,0,3,3,3,53.1,42.3,29.0,51.1,1,0,Overcast,Average,Night,0.0,7.2,7.44,6.65,2,0,3.7,9,4,19.0,14.9,,0.43,0.31,Away_Win,0,3
ISL00194,2016-17,2017-02-25,NorthEast United FC,Jamshedpur FC,Guwahati,5-3-2,4-4-2,56.2,43.8,7,5,0,3,0,0,1,2,5,4,1,2,0,0,6.16,6.63,6.87,6.88,31.7,17.8,51.4,24.0,7,18,6,10,5,2,1,3,6,3,3,4,24.8,20.2,24.9,21.5,1,1,Overcast,Good,Day,1.3,2.4,6.31,6.39,0,2,3.5,5,8,18.7,23.0,,0.5,0.33,Away_Win,0,3
ISL00195,2016-17,2017-02-26,FC Goa,ATK Mohun Bagan,Goa,3-4-3,3-4-3,53.0,47.0,10,6,3,2,2,1,2,0,6,8,6,2,0,0,6.7,7.76,6.01,7.02,42.5,22.1,46.9,23.0,5,10,7,10,1,5,1,1,1,5,2,1,45.5,38.3,44.9,16.6,3,3,Rainy,Average,Day,8.5,2.1,8.84,6.21,2,0,8.5,8,4,9.4,6.8,,0.38,0.42,Home_Win,3,0
ISL00196,2016-17,2017-02-28,ATK Mohun Bagan,Punjab FC,Kolkata,4-2-3-1,4-2-3-1,48.4,51.6,10,2,1,0,1,0,0,0,5,9,4,1,0,0,6.95,6.85,6.83,7.37,62.7,36.1,38.8,22.7,10,14,8,15,3,2,2,0,3,3,3,2,44.0,15.5,53.4,42.7,0,0,Overcast,Average,Night,2.9,6.3,7.17,9.4,2,1,5.9,4,7,11.8,11.1,,0.33,0.47,Home_Win,3,0
ISL00197,2016-17,2017-03-02,Hyderabad FC,Punjab FC,Hyderabad,4-4-2,4-4-2,54.6,45.4,4,7,0,1,0,0,1,0,5,4,0,4,0,0,7.63,7.38,6.86,6.51,51.2,34.8,70.9,47.3,15,10,4,7,1,0,3,1,2,0,5,2,31.7,32.8,33.9,24.1,0,0,Rainy,Good,Night,1.3,2.5,6.54,6.41,0,1,2.2,8,7,21.8,19.9,,0.36,0.3,Away_Win,0,3
ISL00198,2016-17,2017-03-02,Mumbai City FC,Bengaluru FC,Mumbai,3-5-2,5-3-2,51.0,49.0,2,5,2,1,2,0,1,0,5,7,2,0,0,0,7.18,6.8,5.68,6.83,49.9,27.2,57.2,29.4,15,18,7,17,2,1,3,1,3,1,5,2,42.0,15.3,18.4,16.6,1,0,Rainy,Good,Day,7.6,0.7,5.59,4.81,0,1,3.1,7,6,20.4,17.7,,0.5,0.5,Home_Win,3,0
ISL00199,2016-17,2017-03-11,FC Goa,Jamshedpur FC,Goa,3-5-2,4-2-3-1,59.0,41.0,6,4,1,2,0,1,1,1,7,5,4,4,0,0,7.21,7.22,7.71,7.35,60.7,37.2,52.3,28.8,7,17,10,15,2,0,2,1,3,0,2,2,28.6,33.1,48.9,23.1,3,1,Overcast,Good,Day,7.8,3.7,4.79,6.86,3,0,6.5,11,8,8.0,28.1,,0.32,0.49,Away_Win,0,3
ISL00200,2016-17,2017-03-13,Punjab FC,Mumbai City FC,Mohali,3-4-3,3-4-3,39.7,60.3,3,5,1,1,1,0,1,0,6,3,2,1,0,0,6.6,7.37,6.76,7.26,32.2,19.3,52.1,30.9,10,11,12,12,1,0,4,1,2,0,7,2,37.7,54.6,47.9,44.7,1,1,Humid,Good,Day,6.1,9.9,6.26,6.1,1,0,2.7,7,7,17.5,24.8,,0.33,0.43,Draw,1,1
ISL00201,2016-17,2017-03-15,Kerala Blasters,Odisha FC,Kochi,3-5-2,4-2-3-1,53.8,46.2,5,4,0,1,0,0,0,1,4,6,4,3,0,0,6.65,7.24,7.89,6.92,52.6,33.6,45.3,27.8,8,10,10,19,2,0,1,1,2,0,2,1,51.2,28.3,33.3,20.1,1,0,Overcast,Good,Night,7.6,4.5,10.0,7.48,1,0,7.0,2,9,26.8,25.7,,0.37,0.42,Away_Win,0,3
ISL00202,2016-17,2017-03-19,Mumbai City FC,NorthEast United FC,Mumbai,4-2-3-1,3-5-2,33.4,66.6,3,5,0,0,0,0,0,0,5,4,1,3,0,0,6.68,6.76,6.38,7.33,58.4,27.2,43.4,27.4,10,8,13,10,1,0,1,0,1,0,3,0,38.1,54.9,42.7,51.5,0,0,Rainy,Good,Night,5.1,10.0,7.25,5.69,1,1,8.9,8,5,24.5,5.4,,0.46,0.36,Draw,1,1
ISL00203,2016-17,2017-03-26,Bengaluru FC,East Bengal FC,Bengaluru,4-2-3-1,4-4-2,44.9,55.1,7,2,2,2,1,1,1,1,0,4,1,4,0,0,6.71,7.51,6.41,6.76,52.1,33.1,34.7,18.4,6,14,10,14,0,2,2,0,1,2,2,1,35.8,32.7,50.5,18.9,0,3,Clear,Average,Night,8.4,8.1,6.54,5.56,0,0,9.8,5,11,21.6,28.9,Away,0.34,0.47,Draw,1,1
ISL00204,2016-17,2017-03-26,Mumbai City FC,Odisha FC,Mumbai,4-4-2,3-4-3,46.5,53.5,5,3,2,1,1,1,1,0,6,7,0,4,0,0,6.64,8.07,7.37,7.66,49.4,33.9,31.6,17.1,11,17,7,12,4,0,3,0,4,0,3,2,24.9,32.7,20.1,15.9,0,2,Rainy,Good,Night,6.8,6.4,6.95,7.26,0,1,8.0,9,11,11.2,22.0,Home,0.48,0.38,Home_Win,3,0
ISL00205,2016-17,2017-03-27,Jamshedpur FC,ATK Mohun Bagan,Jamshedpur,5-3-2,5-3-2,59.4,40.6,13,4,4,0,2,2,0,0,4,1,4,4,0,0,6.55,8.42,6.18,6.91,51.5,30.9,50.7,33.9,6,15,9,14,1,0,0,0,2,0,2,1,41.9,51.7,51.0,34.9,1,0,Rainy,Average,Day,1.6,6.3,6.69,7.78,1,0,9.5,10,7,10.0,12.7,,0.35,0.37,Home_Win,3,0
ISL00206,2016-17,2017-03-28,Odisha FC,NorthEast United FC,Bhubaneswar,3-4-3,4-2-3-1,51.4,48.6,9,4,4,2,4,0,2,0,2,3,7,1,0,0,6.29,7.01,6.56,6.61,57.2,29.9,54.4,36.8,10,12,8,17,1,2,0,0,2,2,0,0,44.4,31.5,30.2,36.7,0,2,Clear,Good,Day,2.1,5.2,8.01,7.26,2,0,2.6,10,5,22.1,15.7,Both,0.42,0.45,Home_Win,3,0
ISL00207,2016-17,2017-03-29,FC Goa,Chennaiyin FC,Goa,3-5-2,4-4-2,48.2,51.8,11,6,3,1,2,1,0,1,6,5,5,2,0,0,5.79,7.39,5.94,7.18,47.9,29.6,55.6,30.8,7,11,6,14,1,0,0,1,2,1,0,2,25.4,51.0,36.4,45.0,1,1,Humid,Poor,Day,0.9,7.5,9.14,6.47,2,0,1.3,8,10,8.4,9.3,,0.31,0.43,Home_Win,3,0
ISL00208,2016-17,2017-03-29,Hyderabad FC,Kerala Blasters,Hyderabad,4-4-2,3-5-2,53.6,46.4,2,4,0,1,0,0,0,1,6,5,1,3,0,0,7.06,6.65,6.13,8.6,39.2,24.6,53.4,37.3,10,6,7,8,2,0,2,1,2,0,3,1,34.2,32.6,33.5,45.9,0,0,Rainy,Good,Night,0.0,1.0,5.07,7.57,1,0,2.3,7,2,18.8,8.6,,0.42,0.49,Away_Win,0,3
ISL00209,2016-17,2017-03-31,Chennaiyin FC,FC Goa,Chennai,4-3-3,4-2-3-1,45.4,54.6,3,8,2,3,1,1,1,2,4,6,4,3,0,0,8.15,6.71,6.13,7.12,51.9,31.9,51.4,25.4,9,21,5,10,2,0,0,1,2,0,0,1,48.2,15.2,38.2,18.2,1,0,Clear,Average,Day,5.8,6.7,4.04,7.77,0,3,4.3,7,10,6.9,29.0,,0.39,0.42,Away_Win,0,3
ISL00210,2016-17,2017-04-01,East Bengal FC,Chennaiyin FC,Kolkata,4-4-2,4-3-3,47.5,52.5,6,5,2,1,2,0,1,0,2,2,2,3,1,0,7.04,7.5,6.73,5.95,33.4,16.3,55.8,36.6,15,14,10,21,3,0,2,0,4,0,3,1,38.1,54.5,35.5,41.2,2,2,Rainy,Good,Night,6.6,7.2,3.71,6.2,0,0,2.5,11,4,12.1,12.1,Home,0.43,0.3,Home_Win,3,0
ISL00211,2016-17,2017-04-03,Chennaiyin FC,NorthEast United FC,Chennai,3-5-2,4-4-2,54.2,45.8,6,9,1,3,1,0,2,1,2,4,0,3,0,0,6.34,7.13,5.99,7.51,41.9,29.1,39.8,27.0,11,13,7,10,1,2,1,0,1,3,1,0,18.7,22.1,53.2,33.9,2,0,Humid,Good,Night,3.8,9.4,6.96,7.92,0,1,4.3,4,4,6.1,29.4,Away,0.3,0.49,Away_Win,0,3
ISL00212,2016-17,2017-04-03,FC Goa,East Bengal FC,Goa,4-2-3-1,4-4-2,53.5,46.5,11,1,3,2,2,1,0,2,5,4,2,1,0,0,6.88,6.95,7.51,6.46,50.8,35.0,49.1,29.0,13,15,8,15,2,1,3,0,3,1,4,1,24.8,15.7,51.3,41.9,2,2,Humid,Good,Night,5.9,2.7,7.05,8.04,1,3,3.6,12,13,9.9,29.3,Home,0.37,0.42,Home_Win,3,0
ISL00213,2016-17,2017-04-04,ATK Mohun Bagan,Mumbai City FC,Kolkata,3-4-3,5-3-2,39.5,60.5,5,4,0,1,0,0,1,0,4,3,0,1,0,0,7.74,6.79,6.44,6.57,45.7,25.4,68.8,42.9,7,14,11,13,2,0,0,2,3,0,1,3,31.7,17.2,49.3,22.0,1,2,Humid,Average,Night,6.5,0.4,5.15,7.1,3,1,1.9,6,11,5.6,9.3,,0.41,0.44,Away_Win,0,3
ISL00214,2016-17,2017-04-08,Hyderabad FC,NorthEast United FC,Hyderabad,4-3-3,3-5-2,50.9,49.1,2,7,0,0,0,0,0,0,7,9,1,1,0,0,6.12,7.74,8.17,6.92,37.2,22.3,43.4,20.2,8,17,6,8,3,0,3,0,4,2,3,1,41.5,49.3,49.3,45.2,0,2,Rainy,Good,Night,4.3,3.9,6.33,6.47,0,1,7.6,4,7,23.9,15.5,Home,0.36,0.39,Draw,1,1
ISL00215,2016-17,2017-04-09,FC Goa,Punjab FC,Goa,4-4-2,4-4-2,57.6,42.4,5,4,0,0,0,0,0,0,2,2,3,2,0,0,7.08,6.5,5.66,7.01,56.1,25.8,39.3,26.0,9,14,3,12,2,0,2,2,2,0,2,2,42.7,26.5,38.5,47.8,1,0,Humid,Average,Night,0.5,4.3,5.27,7.58,1,0,3.1,12,5,22.3,29.4,,0.49,0.35,Draw,1,1
ISL00216,2016-17,2017-04-09,FC Goa,ATK Mohun Bagan,Goa,3-4-3,4-4-2,48.6,51.4,4,3,0,1,0,0,1,0,9,3,4,3,0,0,6.92,6.52,6.49,8.04,54.0,37.6,50.0,31.0,10,16,10,8,3,0,6,0,3,0,8,2,19.1,37.5,26.7,43.9,1,2,Rainy,Poor,Day,6.2,2.4,4.67,7.68,3,0,8.9,10,6,15.1,12.3,,0.35,0.41,Away_Win,0,3
ISL00217,2016-17,2017-04-11,Odisha FC,Hyderabad FC,Bhubaneswar,5-3-2,4-2-3-1,51.8,48.2,5,5,2,2,1,1,2,0,5,7,2,2,0,0,6.75,6.76,6.23,7.78,45.4,29.7,63.5,37.8,6,14,11,13,3,4,1,2,3,4,2,2,35.6,47.2,44.4,46.3,1,1,Overcast,Good,Night,8.3,0.4,6.37,8.32,1,0,6.1,10,2,15.9,18.5,,0.34,0.39,Draw,1,1
ISL00218,2016-17,2017-04-13,Jamshedpur FC,Mumbai City FC,Jamshedpur,3-5-2,4-2-3-1,40.9,59.1,10,9,4,1,4,0,0,1,6,4,4,3,0,0,6.37,7.22,6.03,6.73,44.7,27.2,30.5,18.2,9,14,13,10,4,2,1,0,5,3,1,1,28.1,25.4,49.2,27.7,1,1,Clear,Good,Night,8.8,1.8,8.71,6.03,2,1,9.6,12,11,27.0,23.9,,0.49,0.34,Home_Win,3,0
ISL00219,2016-17,2017-04-13,East Bengal FC,FC Goa,Kolkata,4-2-3-1,5-3-2,47.2,52.8,6,4,1,0,0,1,0,0,5,7,3,2,0,0,5.57,6.69,7.88,7.35,54.2,34.7,46.5,22.8,6,9,7,16,2,0,1,2,3,1,1,4,16.8,18.0,40.8,23.9,3,2,Rainy,Average,Night,2.7,4.5,6.78,5.98,2,2,9.3,10,10,7.4,14.3,,0.44,0.35,Home_Win,3,0
ISL00220,2016-17,2017-04-14,Odisha FC,FC Goa,Bhubaneswar,4-4-2,4-4-2,47.6,52.4,5,8,2,1,1,1,0,1,3,2,0,1,0,0,5.66,6.96,7.0,7.59,66.0,32.8,58.4,38.7,9,16,12,13,1,0,1,0,1,0,1,0,26.7,47.7,25.6,35.1,0,1,Humid,Good,Night,8.1,2.2,7.2,6.49,1,1,2.7,10,7,24.0,7.3,,0.4,0.31,Home_Win,3,0
ISL00221,2017-18,2017-10-02,Mumbai City FC,Hyderabad FC,Mumbai,4-2-3-1,3-4-3,49.1,50.9,7,4,1,0,1,0,0,0,10,8,4,1,0,0,7.42,7.89,5.52,7.02,28.1,14.8,40.4,23.5,7,8,11,17,2,3,3,3,2,5,4,3,27.1,51.8,18.7,25.1,0,1,Rainy,Poor,Night,2.3,4.2,6.99,8.17,0,2,3.9,8,3,8.3,17.2,Home,0.45,0.32,Home_Win,3,0
ISL00222,2017-18,2017-10-05,FC Goa,ATK Mohun Bagan,Goa,3-5-2,5-3-2,62.6,37.4,5,7,2,1,2,0,1,0,5,4,1,2,0,0,7.35,7.73,6.75,6.05,39.5,20.2,41.9,25.2,9,6,10,14,0,0,0,2,1,1,0,2,49.5,30.2,15.2,28.7,2,2,Clear,Good,Night,9.4,8.5,6.4,7.05,3,1,8.1,4,6,9.5,19.3,,0.5,0.36,Home_Win,3,0
ISL00223,2017-18,2017-10-06,Hyderabad FC,ATK Mohun Bagan,Hyderabad,4-4-2,3-5-2,45.6,54.4,5,10,1,1,1,0,1,0,4,4,3,9,0,0,6.44,6.33,6.13,6.6,52.1,31.2,40.4,19.9,10,15,8,9,4,0,2,0,5,0,2,0,26.3,52.8,22.9,39.5,2,2,Rainy,Good,Day,7.3,2.1,6.75,6.75,0,1,3.2,2,6,10.9,9.8,,0.41,0.37,Draw,1,1
ISL00224,2017-18,2017-10-11,Mumbai City FC,FC Goa,Mumbai,5-3-2,5-3-2,47.3,52.7,6,5,1,0,1,0,0,0,3,4,2,2,0,0,6.96,6.19,6.39,6.69,40.5,19.2,33.9,20.6,5,12,2,15,1,0,1,3,1,0,2,3,28.6,28.0,40.6,23.8,1,0,Overcast,Good,Day,4.9,6.5,6.36,6.92,1,0,3.2,10,4,29.3,14.9,,0.42,0.35,Home_Win,3,0
ISL00225,2017-18,2017-10-19,Jamshedpur FC,ATK Mohun Bagan,Jamshedpur,4-2-3-1,5-3-2,36.6,63.4,3,8,2,1,0,2,1,0,3,6,3,6,0,0,6.32,6.47,6.14,7.31,52.1,35.1,57.8,29.5,7,16,5,10,0,2,5,3,1,2,5,3,24.1,22.4,19.4,48.0,0,1,Humid,Good,Day,7.8,3.1,7.73,8.01,2,0,4.6,12,4,6.7,17.9,,0.37,0.43,Home_Win,3,0
ISL00226,2017-18,2017-10-20,Hyderabad FC,Jamshedpur FC,Hyderabad,4-3-3,4-4-2,51.5,48.5,8,8,6,2,4,2,2,0,7,3,3,1,0,0,6.13,6.05,7.48,7.13,47.5,26.9,51.7,33.1,8,9,10,17,0,5,2,0,1,5,3,0,15.4,36.6,34.3,18.4,2,0,Overcast,Good,Day,2.8,0.9,5.82,6.2,1,3,9.3,3,15,7.0,15.7,,0.41,0.48,Home_Win,3,0
ISL00227,2017-18,2017-10-20,NorthEast United FC,Mumbai City FC,Guwahati,5-3-2,3-4-3,39.9,60.1,3,3,1,0,0,1,0,0,3,1,3,3,0,0,7.03,7.67,6.58,7.58,43.2,24.2,14.7,6.7,11,13,8,15,4,0,1,0,4,1,3,0,34.3,36.8,54.1,23.8,1,0,Humid,Good,Night,6.5,4.9,6.94,8.73,1,1,5.5,5,12,29.5,25.8,,0.48,0.35,Home_Win,3,0
ISL00228,2017-18,2017-10-20,Punjab FC,Hyderabad FC,Mohali,4-2-3-1,5-3-2,44.8,55.2,5,5,2,0,0,2,0,0,4,13,2,3,0,0,6.92,6.77,6.17,6.39,63.7,30.3,55.7,26.8,7,12,12,17,1,2,0,0,3,3,1,0,27.9,22.4,27.7,48.5,0,3,Humid,Average,Night,9.8,7.7,9.08,7.02,2,0,5.3,6,6,23.9,27.0,,0.49,0.36,Home_Win,3,0
ISL00229,2017-18,2017-10-21,Chennaiyin FC,Odisha FC,Chennai,4-2-3-1,3-5-2,51.4,48.6,6,5,0,2,0,0,2,0,5,3,2,2,0,0,5.99,6.52,6.09,6.78,42.8,26.6,31.0,15.6,10,20,12,10,4,0,2,4,4,0,3,5,51.1,46.7,26.1,34.7,1,3,Clear,Good,Night,6.6,2.8,8.76,6.91,2,0,4.9,3,10,16.7,22.6,Home,0.36,0.36,Away_Win,0,3
ISL00230,2017-18,2017-10-23,East Bengal FC,NorthEast United FC,Kolkata,4-4-2,3-5-2,58.0,42.0,8,5,1,2,0,1,1,1,2,8,0,0,0,0,7.13,7.6,5.76,7.0,41.6,27.2,41.6,22.9,2,7,10,16,1,1,3,0,2,1,3,3,34.9,38.1,16.8,21.5,2,1,Clear,Good,Night,9.7,3.0,6.26,5.6,2,1,1.6,10,8,17.2,25.3,,0.32,0.31,Away_Win,0,3
ISL00231,2017-18,2017-10-27,Odisha FC,Chennaiyin FC,Bhubaneswar,3-5-2,3-4-3,51.5,48.5,4,6,0,2,0,0,2,0,6,6,2,1,0,0,6.71,7.04,6.91,6.31,45.5,27.6,47.0,31.4,8,15,7,9,1,0,2,1,1,0,3,1,32.5,53.4,24.8,38.3,2,0,Humid,Good,Night,0.4,7.5,7.15,8.56,1,2,8.4,10,0,27.9,12.4,,0.49,0.33,Away_Win,0,3
ISL00232,2017-18,2017-10-28,FC Goa,East Bengal FC,Goa,4-3-3,3-5-2,65.1,34.9,1,6,0,0,0,0,0,0,2,7,1,2,0,0,6.81,7.36,6.21,8.38,41.0,20.9,41.3,18.7,8,8,9,15,1,1,3,0,1,3,6,1,44.6,39.0,20.4,51.4,0,0,Rainy,Good,Day,2.3,4.0,6.58,6.06,2,2,8.0,3,7,23.0,8.2,Both,0.31,0.48,Draw,1,1
ISL00233,2017-18,2017-10-30,Punjab FC,East Bengal FC,Mohali,4-2-3-1,4-3-3,46.1,53.9,9,0,2,0,1,1,0,0,6,2,1,2,0,0,6.12,7.02,6.16,6.59,29.3,18.9,43.2,25.4,8,12,7,19,4,1,2,2,4,3,3,2,19.2,34.3,25.3,40.9,2,5,Clear,Good,Night,4.6,9.9,5.96,7.5,1,1,7.4,8,7,24.0,18.1,,0.48,0.47,Home_Win,3,0
ISL00234,2017-18,2017-10-30,Odisha FC,East Bengal FC,Bhubaneswar,3-5-2,4-3-3,47.8,52.2,5,8,2,1,1,1,1,0,3,4,4,3,0,0,7.61,7.93,6.95,6.3,51.5,25.1,63.7,29.2,12,10,9,12,1,2,3,1,1,2,3,1,51.7,44.3,17.6,25.0,3,3,Clear,Good,Night,3.8,7.7,8.64,5.97,2,1,10.0,10,4,27.4,5.5,,0.47,0.48,Home_Win,3,0
ISL00235,2017-18,2017-10-31,Odisha FC,Jamshedpur FC,Bhubaneswar,3-5-2,4-4-2,56.9,43.1,8,5,2,1,1,1,0,1,7,5,2,2,0,0,6.83,6.93,6.82,6.66,43.2,28.4,39.1,21.3,4,12,8,19,4,2,1,1,5,2,1,2,52.7,52.8,31.9,37.6,1,1,Rainy,Good,Night,7.5,2.2,6.88,7.22,0,1,4.5,10,12,24.2,16.1,,0.37,0.39,Home_Win,3,0
ISL00236,2017-18,2017-11-03,Kerala Blasters,NorthEast United FC,Kochi,4-2-3-1,4-3-3,45.3,54.7,7,3,1,3,1,0,3,0,6,9,2,0,0,0,6.29,6.01,6.18,8.56,52.3,31.1,68.0,35.7,8,8,9,15,2,0,4,2,3,0,4,3,45.6,22.0,41.7,49.6,1,2,Humid,Poor,Night,4.1,5.0,7.99,9.49,1,1,1.4,4,10,23.0,6.5,Both,0.39,0.47,Away_Win,0,3
ISL00237,2017-18,2017-11-05,Bengaluru FC,Mumbai City FC,Bengaluru,3-5-2,4-4-2,53.2,46.8,5,11,1,2,0,1,2,0,7,7,4,2,0,0,7.11,7.25,8.18,6.62,63.5,33.2,50.7,24.9,5,9,15,14,5,1,3,0,5,1,3,1,48.9,50.0,36.1,51.1,3,1,Clear,Average,Day,4.9,8.9,8.09,5.52,1,1,9.0,5,9,16.6,17.9,,0.37,0.36,Away_Win,0,3
ISL00238,2017-18,2017-11-07,FC Goa,Bengaluru FC,Goa,5-3-2,4-2-3-1,45.9,54.1,3,5,0,3,0,0,2,1,5,9,1,1,0,0,7.66,7.14,7.45,7.22,41.7,24.1,39.3,22.4,10,11,11,9,3,0,2,2,3,1,4,3,47.9,54.8,29.4,51.5,2,1,Humid,Poor,Night,8.1,6.6,5.79,6.27,0,1,2.2,4,4,14.6,10.1,,0.43,0.5,Away_Win,0,3
