Match_ID,Season,Match_Date,Home_Team,Away_Team,Venue_City,Home_Formation,Away_Formation,Home_Indian_Player_Rating_Avg,Home_Foreign_Player_Rating_Avg,Away_Indian_Player_Rating_Avg,Away_Foreign_Player_Rating_Avg,Home_Squad_Market_Value_Cr,Home_Foreign_Player_Market_Value_Cr,Away_Squad_Market_Value_Cr,Away_Foreign_Player_Market_Value_Cr,Home_Foreign_Clearances_Tackles,Home_Indian_Clearances_Tackles,Away_Foreign_Clearances_Tackles,Away_Indian_Clearances_Tackles,Home_Foreign_Big_Chances_Created,Home_Indian_Big_Chances_Created,Away_Foreign_Big_Chances_Created,Away_Indian_Big_Chances_Created,Home_Foreign_Big_Chances_Missed,Home_Indian_Big_Chances_Missed,Away_Foreign_Big_Chances_Missed,Away_Indian_Big_Chances_Missed,Home_Foreign_Interception_Rate,Home_Indian_Interception_Rate,Away_Foreign_Interception_Rate,Away_Indian_Interception_Rate,Home_Injury_Count,Away_Injury_Count,Weather_Condition,Pitch_Condition,Match_Condition,Home_Fatigue_Index,Away_Fatigue_Index,Home_Team_Chemistry_Score,Away_Team_Chemistry_Score,H2H_Home_Wins_Last5,H2H_Away_Wins_Last5,Referee_Strictness_Index,Home_Recent_Form_Pts,Away_Recent_Form_Pts,Home_Set_Piece_Conversion_Pct,Away_Set_Piece_Conversion_Pct,Key_Player_Missing_Side,Home_Foreign_Player_Ratio,Away_Foreign_Player_Ratio,Market_Value_Difference,Market_Value_Ratio,Foreign_Market_Value_Difference,Indian_Market_Value_Difference,Indian_Rating_Difference,Foreign_Rating_Difference,Overall_Rating_Difference,Fatigue_Difference,Chemistry_Difference,Form_Difference,H2H_Wins_Difference,Set_Piece_Conversion_Diff,Foreign_Player_Ratio_Diff,Injury_Count_Diff,Clearance_Tackle_Foreign_Diff,Clearance_Tackle_Indian_Diff,Big_Chance_Created_Foreign_Diff,Big_Chance_Created_Indian_Diff,Big_Chance_Missed_Foreign_Diff,Big_Chance_Missed_Indian_Diff,Interception_Rate_Foreign_Diff,Interception_Rate_Indian_Diff,Home_Historical_Win_Rate,Away_Historical_Win_Rate,Historical_Win_Rate_Diff,Home_Venue_Win_Rate,Away_Venue_Win_Rate,Home_Rolling_Goal_Diff,Away_Rolling_Goal_Diff,Rolling_Goal_Diff_Differential,H2H_Prior_Home_Win_Rate,H2H_Prior_Draw_Rate,H2H_Prior_Away_Win_Rate,Home_Days_Rest,Away_Days_Rest,Days_Rest_Diff,Match_Result
ISL00082,2015-16,2016-03-04,Chennaiyin FC,Hyderabad FC,Chennai,4-4-2,3-4-3,8.3,5.87,7.01,6.25,46.1,25.5,38.7,21.5,10,14,11,7,2,0,4,0,3,1,7,1,22.4,20.7,45.9,31.2,0,1,Rainy,Average,Night,4.4,2.8,7.61,4.63,0,0,9.4,9,6,28.1,17.6,,0.37,0.45,7.399999999999999,1.1912141624769605,4.0,3.3999999999999986,1.290000000000001,-0.3799999999999999,0.45500000000000096,1.6000000000000005,2.9800000000000004,3,0,10.5,-0.08000000000000002,-1,-1,7,-2,0,-4,0,-23.5,-10.5,0.3077,0.4286,-0.12090000000000001,0.5,0.0,-0.3,0.43,-0.73,0.0,1.0,0.0,16,1,15,Away_Win
ISL00083,2015-16,2016-03-07,NorthEast United FC,Punjab FC,Guwahati,5-3-2,4-4-2,6.67,6.79,5.85,7.06,38.4,21.6,65.2,44.1,6,16,5,10,1,1,1,1,1,2,1,1,22.1,32.1,39.1,34.9,1,0,Humid,Average,Night,3.7,1.0,9.21,8.92,0,0,3.6,4,5,20.8,16.4,,0.4,0.45,-26.800000000000004,0.588956964883901,-22.5,-4.300000000000004,0.8200000000000003,-0.2699999999999996,0.27500000000000036,2.7,0.2900000000000009,-1,0,4.400000000000002,-0.04999999999999999,1,1,6,0,0,0,1,-17.0,-2.799999999999997,0.2857,0.3333,-0.047599999999999976,0.0,0.3333,-0.3,0.78,-1.08,0.0,1.0,0.0,30,30,0,Draw
ISL00084,2015-16,2016-03-09,Odisha FC,Bengaluru FC,Bhubaneswar,3-4-3,4-3-3,6.01,7.04,6.65,6.4,43.7,28.1,41.5,27.4,12,19,8,12,2,2,2,2,2,3,2,2,49.3,27.9,41.4,42.5,2,0,Clear,Good,Night,0.3,4.5,6.57,7.1,0,1,1.8,11,5,18.5,27.8,,0.38,0.47,2.200000000000003,1.0530117944549893,0.7000000000000028,1.5,-0.6400000000000006,0.6399999999999997,0.0,-4.2,-0.5299999999999994,6,-1,-9.3,-0.08999999999999997,2,4,7,0,0,0,1,7.899999999999999,-14.600000000000001,0.2857,0.2727,0.013000000000000012,0.1667,0.0,0.0,-0.2,0.2,0.0,0.5,0.5,13,17,-4,Away_Win
ISL00085,2015-16,2016-03-11,NorthEast United FC,Jamshedpur FC,Guwahati,4-2-3-1,4-2-3-1,6.14,6.57,7.88,6.66,64.9,42.1,42.1,25.2,11,17,4,12,2,0,8,0,4,1,8,2,44.7,22.2,16.9,51.2,2,2,Clear,Good,Night,5.0,9.1,7.0,7.74,0,1,8.2,5,4,26.6,16.4,,0.4,0.38,22.800000000000004,1.5415673297939834,16.900000000000002,5.900000000000002,-1.7400000000000002,-0.08999999999999986,-0.9149999999999991,-4.1,-0.7400000000000002,1,-1,10.200000000000003,0.020000000000000018,0,7,5,-6,0,-4,-1,27.800000000000004,-29.000000000000004,0.2667,0.35,-0.08329999999999999,0.0,0.1111,-0.3,-0.3,0.0,0.0,0.5,0.5,4,8,-4,Draw
ISL00086,2015-16,2016-03-11,Odisha FC,Punjab FC,Bhubaneswar,5-3-2,3-4-3,7.02,8.51,6.37,6.85,44.2,25.7,49.7,30.5,10,14,14,14,0,0,3,1,0,1,3,3,38.0,27.0,41.5,20.2,1,1,Clear,Good,Night,8.9,8.9,7.32,8.32,0,0,9.3,8,5,29.1,17.7,Away,0.39,0.36,-5.5,0.8893358371557671,-4.800000000000001,-0.6999999999999993,0.6499999999999995,1.6600000000000001,1.1550000000000002,0.0,-1.0,3,0,11.400000000000002,0.030000000000000027,0,-4,0,-3,-1,-3,-2,-3.5,6.800000000000001,0.2667,0.3,-0.033299999999999996,0.1429,0.25,-0.4,0.7,-1.1,0.4,0.28,0.32,2,4,-2,Draw
ISL00087,2015-16,2016-03-12,FC Goa,Odisha FC,Goa,4-2-3-1,4-4-2,7.34,8.29,8.17,6.39,41.0,23.2,75.1,38.8,9,10,11,18,1,2,2,1,1,3,3,1,15.7,54.2,46.3,43.7,0,2,Rainy,Average,Day,9.9,6.1,6.95,8.54,0,0,2.5,6,8,14.6,13.7,,0.39,0.46,-34.099999999999994,0.5459386756406557,-15.599999999999998,-18.499999999999996,-0.8300000000000001,1.8999999999999995,0.5350000000000001,3.8000000000000007,-1.589999999999999,-2,0,0.9000000000000004,-0.07,-2,-2,-8,-1,1,-2,2,-30.599999999999998,10.5,0.4444,0.25,0.19440000000000002,0.0,0.375,-0.11,-0.4,0.29000000000000004,0.0,1.0,0.0,12,1,11,Home_Win
ISL00088,2015-16,2016-03-12,Odisha FC,Punjab FC,Bhubaneswar,5-3-2,3-4-3,6.49,6.28,6.15,5.89,43.8,28.2,37.8,19.5,10,9,7,12,0,1,3,1,1,2,3,1,45.1,45.9,19.3,52.3,2,2,Humid,Average,Night,6.8,7.2,5.84,6.07,0,0,7.1,5,6,6.6,19.9,,0.45,0.34,6.0,1.1587298521878697,8.7,-2.6999999999999993,0.33999999999999986,0.39000000000000057,0.3650000000000002,-0.40000000000000036,-0.23000000000000043,-1,0,-13.299999999999999,0.10999999999999999,0,3,-3,-3,0,-2,1,25.8,-6.399999999999999,0.2353,0.2727,-0.03739999999999999,0.125,0.2,-0.3,0.8,-1.1,0.0,1.0,0.0,1,1,0,Away_Win
ISL00089,2015-16,2016-03-14,Chennaiyin FC,Odisha FC,Chennai,4-2-3-1,4-4-2,6.74,7.83,6.15,6.64,57.4,38.6,37.9,17.7,10,13,7,10,2,0,2,0,3,1,3,0,47.3,25.3,20.2,22.3,2,1,Overcast,Average,Night,6.6,6.1,8.08,7.51,0,0,3.5,6,4,16.9,13.3,,0.42,0.48,19.5,1.5145114737436745,20.900000000000002,-1.4000000000000021,0.5899999999999999,1.1900000000000004,0.8900000000000006,0.5,0.5700000000000003,2,0,3.599999999999998,-0.06,1,3,3,0,0,0,1,27.099999999999998,3.0,0.2857,0.2222,0.0635,0.4286,0.3333,-0.5,-0.3,-0.2,0.4,0.28,0.32,10,2,8,Home_Win
ISL00090,2015-16,2016-03-15,East Bengal FC,Odisha FC,Kolkata,3-4-3,4-3-3,7.43,6.52,6.75,7.63,49.3,30.5,50.1,33.8,11,15,8,15,0,2,1,2,0,2,2,4,38.1,26.2,18.8,37.4,0,0,Overcast,Average,Night,0.5,2.6,8.33,6.51,1,0,4.5,10,1,28.6,20.3,Away,0.47,0.44,-0.8000000000000043,0.9840317397142234,-3.299999999999997,2.499999999999993,0.6799999999999997,-1.1100000000000003,-0.21499999999999986,-2.1,1.8200000000000003,9,1,8.3,0.02999999999999997,0,3,0,-1,0,-2,-2,19.3,-11.2,0.4615,0.2105,0.251,0.6667,0.3,0.1,-0.5,0.6,0.5,0.5,0.0,12,1,11,Away_Win
ISL00091,2015-16,2016-03-18,FC Goa,Jamshedpur FC,Goa,4-4-2,4-2-3-1,6.6,7.77,7.56,6.51,56.0,36.4,35.9,18.7,8,3,7,12,3,0,2,0,4,0,2,2,54.3,19.7,39.2,22.0,1,3,Clear,Average,Night,4.6,0.8,6.55,8.19,2,0,3.2,6,5,15.5,26.0,,0.48,0.35,20.1,1.559888144877954,17.7,2.400000000000002,-0.96,1.2599999999999998,0.14999999999999947,3.8,-1.6399999999999997,1,2,-10.5,0.13,-2,1,-9,1,0,2,-2,15.099999999999994,-2.3000000000000007,0.5,0.3333,0.16670000000000001,0.25,0.1,0.0,-0.4,0.4,1.0,0.0,0.0,6,7,-1,Home_Win
ISL00092,2015-16,2016-03-20,Odisha FC,Bengaluru FC,Bhubaneswar,4-2-3-1,4-3-3,7.11,6.47,7.18,6.58,40.9,28.0,49.6,34.6,8,14,11,12,2,2,2,2,2,3,4,3,16.8,16.8,37.1,30.7,3,0,Clear,Average,Night,8.1,5.8,6.03,8.55,0,2,7.3,4,7,25.9,6.4,,0.45,0.47,-8.700000000000003,0.8245966079442322,-6.600000000000001,-2.1000000000000014,-0.0699999999999994,-0.11000000000000032,-0.08999999999999986,2.3,-2.5200000000000005,-3,-2,19.5,-0.019999999999999962,3,-3,2,0,0,-2,0,-20.3,-13.899999999999999,0.25,0.3333,-0.08329999999999999,0.1111,0.1429,-0.6,0.1,-0.7,0.0,0.3333,0.6667,5,11,-6,Home_Win
ISL00093,2015-16,2016-03-22,NorthEast United FC,Kerala Blasters,Guwahati,4-2-3-1,3-5-2,6.62,7.28,6.35,7.07,50.9,23.4,46.8,21.1,6,6,5,23,0,0,0,0,0,0,0,0,47.3,39.0,33.0,27.6,1,1,Rainy,Good,Night,1.4,1.0,7.46,8.63,0,0,2.3,5,10,8.3,21.1,Home,0.34,0.32,4.100000000000001,1.0876066052122637,2.299999999999997,1.8000000000000043,0.27000000000000046,0.20999999999999996,0.2400000000000002,0.3999999999999999,-1.1700000000000008,-5,0,-12.8,0.020000000000000018,0,1,-17,0,0,0,0,14.299999999999997,11.399999999999999,0.25,0.4762,-0.2262,0.0,0.1429,-0.3,1.3,-1.6,0.0,1.0,0.0,11,19,-8,Away_Win
ISL00094,2015-16,2016-03-23,Odisha FC,Chennaiyin FC,Bhubaneswar,4-2-3-1,3-5-2,6.62,6.5,7.02,6.78,52.9,35.4,32.2,20.9,7,15,4,11,2,0,2,2,2,0,2,2,39.6,46.7,35.3,29.8,1,0,Clear,Average,Night,9.1,2.7,9.06,6.18,0,1,7.0,6,9,29.1,27.9,,0.4,0.46,20.699999999999996,1.6428566326532192,14.5,6.199999999999996,-0.39999999999999947,-0.28000000000000025,-0.33999999999999986,6.3999999999999995,2.880000000000001,-3,-1,1.2000000000000028,-0.06,1,3,4,0,-2,0,-2,4.300000000000004,16.900000000000002,0.2857,0.3333,-0.047599999999999976,0.2,0.1429,-0.5,0.2,-0.7,0.0,0.0,1.0,3,9,-6,Away_Win
ISL00095,2015-16,2016-03-24,Punjab FC,Jamshedpur FC,Mohali,4-4-2,3-5-2,6.89,6.93,7.57,7.35,60.7,31.5,42.4,24.7,13,17,6,22,0,0,3,1,0,1,6,4,24.3,23.0,45.2,33.4,2,0,Humid,Good,Night,0.9,0.2,8.12,6.59,1,1,2.9,8,4,23.4,13.0,,0.4,0.33,18.300000000000004,1.4316034359425858,6.800000000000001,11.500000000000004,-0.6800000000000006,-0.41999999999999993,-0.5499999999999998,0.7,1.5299999999999994,4,0,10.399999999999999,0.07,2,7,-5,-3,-1,-6,-3,-20.900000000000002,-10.399999999999999,0.3333,0.3182,0.015100000000000002,0.3333,0.0909,0.3,-0.5,0.8,0.5,0.0,0.5,12,6,6,Home_Win
ISL00096,2015-16,2016-03-25,East Bengal FC,ATK Mohun Bagan,Kolkata,4-4-2,4-3-3,6.57,6.96,8.38,7.0,28.5,16.2,48.4,22.3,6,8,6,17,3,1,2,1,4,1,4,1,28.5,50.2,21.4,30.4,2,2,Humid,Good,Night,3.8,1.0,6.79,5.91,0,0,8.0,9,8,10.5,9.1,Away,0.38,0.49,-19.9,0.588842853544865,-6.100000000000001,-13.799999999999997,-1.8100000000000005,-0.040000000000000036,-0.9249999999999998,2.8,0.8799999999999999,1,0,1.4000000000000004,-0.10999999999999999,0,0,-9,1,0,0,0,7.100000000000001,19.800000000000004,0.4286,0.5,-0.07140000000000002,0.5,0.75,-0.1,0.6,-0.7,0.4,0.28,0.32,10,30,-20,Home_Win
ISL00097,2015-16,2016-03-27,FC Goa,Bengaluru FC,Goa,4-3-3,4-3-3,6.68,7.41,7.56,7.18,39.4,25.6,33.1,20.4,3,15,13,9,2,2,2,3,2,4,3,5,21.1,17.6,17.8,36.7,2,2,Overcast,Good,Night,4.8,9.0,5.27,6.27,0,0,8.2,9,6,26.3,12.2,,0.49,0.31,6.299999999999997,1.1903319666670793,5.200000000000003,1.0999999999999943,-0.8799999999999999,0.23000000000000043,-0.3249999999999993,-4.2,-1.0,3,0,14.100000000000001,0.18,0,-10,6,0,-1,-1,-1,3.3000000000000007,-19.1,0.5455,0.3077,0.2378,0.4,0.125,0.0,0.0,0.0,0.4,0.28,0.32,9,7,2,Away_Win
ISL00098,2015-16,2016-03-28,FC Goa,Kerala Blasters,Goa,4-2-3-1,3-4-3,7.37,6.63,6.82,6.28,53.4,33.6,51.2,32.0,7,15,9,15,2,3,2,4,3,5,2,4,54.7,41.6,28.5,34.4,2,1,Rainy,Good,Day,5.5,5.5,7.59,6.8,1,1,8.7,9,10,26.4,7.5,Home,0.32,0.35,2.1999999999999957,1.0429685462952056,1.6000000000000014,0.5999999999999943,0.5499999999999998,0.34999999999999964,0.4499999999999993,0.0,0.79,-1,0,18.9,-0.02999999999999997,1,-2,0,0,-1,1,1,26.200000000000003,7.200000000000003,0.5,0.5,0.0,0.3333,0.25,-0.1,1.5,-1.6,0.5,0.0,0.5,1,6,-5,Draw
ISL00099,2015-16,2016-03-28,Bengaluru FC,FC Goa,Bengaluru,5-3-2,3-4-3,6.49,5.96,6.57,7.07,43.4,21.1,70.8,44.2,5,11,9,13,1,0,1,1,1,0,1,1,47.0,44.8,38.6,39.4,1,2,Clear,Average,Night,2.4,4.6,9.2,6.11,1,0,7.4,6,10,5.5,15.5,Home,0.46,0.37,-27.4,0.6129942637013751,-23.1,-4.299999999999997,-0.08000000000000007,-1.1100000000000003,-0.5950000000000006,-2.1999999999999997,3.089999999999999,-4,1,-10.0,0.09000000000000002,-1,-4,-2,0,-1,0,-1,8.399999999999999,5.399999999999999,0.3571,0.4615,-0.10440000000000005,0.6,0.6667,-0.2,-0.3,0.09999999999999998,1.0,0.0,0.0,1,1,0,Draw
ISL00100,2015-16,2016-03-29,Bengaluru FC,Chennaiyin FC,Bengaluru,4-4-2,5-3-2,7.76,6.98,6.27,7.21,52.1,32.0,43.1,26.9,12,16,5,23,3,0,3,0,5,1,4,1,45.3,30.2,43.1,20.1,1,2,Clear,Good,Day,5.1,4.9,8.68,7.64,1,0,6.2,7,9,18.5,6.3,Away,0.31,0.34,9.0,1.2088164248685789,5.100000000000001,3.8999999999999986,1.4900000000000002,-0.22999999999999954,0.6299999999999999,0.1999999999999993,1.04,-2,1,12.2,-0.030000000000000027,-1,7,-7,0,0,1,0,2.1999999999999957,10.099999999999998,0.3333,0.375,-0.041700000000000015,0.5,0.25,-0.2,0.5,-0.7,0.5,0.5,0.0,1,6,-5,Away_Win
ISL00101,2015-16,2016-04-01,FC Goa,East Bengal FC,Goa,4-2-3-1,4-2-3-1,7.17,6.65,6.55,7.37,35.4,16.5,59.5,36.9,8,12,7,6,5,0,0,1,5,1,0,1,30.7,44.1,51.3,36.5,2,0,Humid,Good,Night,8.4,2.1,7.73,7.24,0,2,4.6,8,9,28.0,21.3,,0.32,0.49,-24.1,0.5949578832003557,-20.4,-3.700000000000003,0.6200000000000001,-0.7199999999999998,-0.04999999999999982,6.300000000000001,0.4900000000000002,-1,-2,6.699999999999999,-0.16999999999999998,2,1,6,5,-1,5,0,-20.599999999999998,7.600000000000001,0.4286,0.4667,-0.03810000000000002,0.2857,0.4,-0.3,0.3,-0.6,0.0,0.0,1.0,4,7,-3,Away_Win
ISL00102,2015-16,2016-04-04,Punjab FC,East Bengal FC,Mohali,4-3-3,4-4-2,7.02,7.16,6.26,7.62,54.7,29.5,31.3,20.1,9,13,6,8,1,1,4,1,1,3,4,1,41.5,22.5,26.4,15.9,2,1,Rainy,Good,Day,3.4,0.2,7.44,8.32,0,0,6.6,8,12,21.6,25.9,Away,0.34,0.32,23.400000000000002,1.7476032755261102,9.399999999999999,14.000000000000004,0.7599999999999998,-0.45999999999999996,0.15000000000000036,3.1999999999999997,-0.8799999999999999,-4,0,-4.299999999999997,0.020000000000000018,1,3,5,-3,0,-3,2,15.100000000000001,6.6,0.3846,0.5,-0.1154,0.4286,0.4545,0.8,0.4,0.4,0.4,0.28,0.32,11,3,8,Away_Win
ISL00103,2015-16,2016-04-04,FC Goa,Mumbai City FC,Goa,5-3-2,4-4-2,7.48,8.33,6.97,6.54,33.5,21.9,46.7,25.5,13,13,13,9,5,2,6,1,6,2,7,1,22.7,39.3,51.6,29.6,2,2,Rainy,Average,Night,3.6,0.8,7.34,5.95,0,0,1.5,5,6,5.9,22.9,,0.41,0.4,-13.200000000000003,0.7173446001403425,-3.6000000000000014,-9.600000000000001,0.5100000000000007,1.79,1.1500000000000004,2.8,1.3899999999999997,-1,0,-17.0,0.009999999999999953,0,0,4,-1,1,-1,1,-28.900000000000002,9.699999999999996,0.4,0.2353,0.1647,0.25,0.1111,-0.5,-0.8,0.30000000000000004,0.0,1.0,0.0,3,30,-27,Away_Win
ISL00104,2015-16,2016-04-06,East Bengal FC,NorthEast United FC,Kolkata,4-4-2,5-3-2,7.43,7.11,6.04,7.39,56.9,31.7,51.1,35.2,7,13,15,13,3,2,1,2,3,2,1,3,37.6,40.4,36.6,39.6,1,0,Rainy,Good,Night,7.4,8.3,6.77,7.86,0,1,1.3,12,2,11.2,16.5,,0.43,0.41,5.799999999999997,1.1135027175141452,-3.5000000000000036,9.3,1.3899999999999997,-0.27999999999999936,0.5549999999999997,-0.9000000000000004,-1.0900000000000007,10,-1,-5.300000000000001,0.020000000000000018,1,-8,0,2,0,2,-1,1.0,0.7999999999999972,0.5294,0.2353,0.2941,0.6,0.4,0.5,-0.5,1.0,0.0,0.0,1.0,2,15,-13,Home_Win
ISL00105,2015-16,2016-04-07,Odisha FC,Hyderabad FC,Bhubaneswar,4-4-2,4-2-3-1,7.42,7.3,7.69,6.5,46.6,28.0,46.0,26.3,10,14,8,8,3,0,1,3,5,0,1,3,32.6,27.9,26.2,36.8,0,0,Rainy,Good,Night,7.2,0.3,5.72,8.15,0,0,9.7,6,8,17.1,6.6,,0.41,0.47,0.6000000000000014,1.0130432580340742,1.6999999999999993,-1.0999999999999979,-0.27000000000000046,0.7999999999999998,0.2649999999999988,6.9,-2.4300000000000006,-2,0,10.500000000000002,-0.06,0,2,6,2,-3,4,-3,6.400000000000002,-8.899999999999999,0.2727,0.5,-0.2273,0.1818,0.3333,-0.8,0.5,-1.3,0.0,1.0,0.0,15,30,-15,Home_Win
ISL00106,2015-16,2016-04-07,Hyderabad FC,Bengaluru FC,Hyderabad,4-2-3-1,4-3-3,6.76,7.51,6.39,6.94,44.8,28.3,46.8,24.2,10,10,8,13,1,1,3,1,1,2,5,1,46.7,25.6,27.2,36.1,2,3,Rainy,Good,Night,2.3,8.5,7.12,6.47,0,0,2.9,7,7,24.8,9.7,,0.31,0.5,-2.0,0.9572647527212066,4.100000000000001,-6.100000000000001,0.3700000000000001,0.5699999999999994,0.46999999999999975,-6.2,0.6500000000000004,0,0,15.100000000000001,-0.19,-1,2,-3,-2,0,-4,1,19.500000000000004,-10.5,0.4444,0.3125,0.13190000000000002,0.6,0.2222,0.11,-0.2,0.31,0.4,0.28,0.32,1,9,-8,Away_Win
ISL00107,2015-16,2016-04-12,Jamshedpur FC,Hyderabad FC,Jamshedpur,4-2-3-1,4-2-3-1,6.12,7.29,6.04,6.85,33.1,21.7,51.6,36.0,9,10,6,19,1,0,1,0,2,2,1,1,30.1,54.0,43.3,21.6,1,1,Rainy,Good,Day,0.8,8.8,9.16,7.26,1,2,9.3,4,4,11.8,14.3,,0.41,0.48,-18.5,0.641472743900631,-14.3,-4.199999999999999,0.08000000000000007,0.4400000000000004,0.2599999999999998,-8.0,1.9000000000000004,0,-1,-2.5,-0.07,0,3,-9,0,0,1,1,-13.199999999999996,32.4,0.3043,0.4,-0.09570000000000001,0.5455,0.25,-0.7,0.0,-0.7,0.3333,0.0,0.6667,19,5,14,Home_Win
ISL00108,2015-16,2016-04-13,Kerala Blasters,Mumbai City FC,Kochi,3-5-2,4-2-3-1,7.0,6.86,5.27,7.89,47.0,30.1,50.3,26.1,6,12,6,9,1,1,2,1,3,1,3,1,49.6,18.9,25.2,51.4,2,1,Humid,Good,Night,6.7,5.2,6.43,5.32,2,1,9.2,10,9,19.7,7.1,Home,0.39,0.45,-3.299999999999997,0.9343934524068683,4.0,-7.299999999999997,1.7300000000000004,-1.0299999999999994,0.34999999999999964,1.5,1.1099999999999994,1,1,12.6,-0.06,1,0,3,-1,0,0,0,24.400000000000002,-32.5,0.4783,0.2778,0.2005,0.6429,0.2,1.2,-1.0,2.2,0.6667,0.0,0.3333,16,9,7,Home_Win
ISL00109,2015-16,2016-04-14,FC Goa,Punjab FC,Goa,3-4-3,4-2-3-1,6.04,6.63,6.85,6.72,52.9,23.9,57.3,32.1,9,15,9,16,1,2,4,1,1,3,5,2,17.3,36.0,16.1,31.1,2,1,Rainy,Good,Night,2.9,5.7,7.72,6.18,0,0,3.7,2,8,16.5,25.4,,0.49,0.41,-4.399999999999999,0.9232110081656181,-8.200000000000003,3.8000000000000043,-0.8099999999999996,-0.08999999999999986,-0.4500000000000002,-2.8000000000000003,1.54,-6,0,-8.899999999999999,0.08000000000000002,1,0,-1,-3,1,-4,1,1.1999999999999993,4.899999999999999,0.375,0.3571,0.017900000000000027,0.2222,0.3333,-0.3,0.1,-0.4,0.4,0.28,0.32,10,10,0,Home_Win
ISL00110,2015-16,2016-04-15,NorthEast United FC,Bengaluru FC,Guwahati,4-2-3-1,4-3-3,6.93,7.22,6.79,6.79,47.6,26.4,50.7,31.7,8,10,7,9,2,1,0,2,2,1,1,4,17.6,33.3,15.8,18.8,1,0,Rainy,Average,Night,4.5,8.4,4.9,5.79,0,0,2.4,2,7,9.1,12.1,Home,0.46,0.48,-3.1000000000000014,0.9388558306004278,-5.300000000000001,2.1999999999999993,0.13999999999999968,0.4299999999999997,0.28499999999999925,-3.9000000000000004,-0.8899999999999997,-5,0,-3.0,-0.019999999999999962,1,1,1,2,-1,1,-3,1.8000000000000007,14.499999999999996,0.2222,0.3529,-0.13069999999999998,0.0,0.3,-0.7,-0.1,-0.6,0.4,0.28,0.32,9,8,1,Away_Win
ISL00111,2016-17,2016-10-03,East Bengal FC,ATK Mohun Bagan,Kolkata,4-3-3,4-3-3,6.62,6.81,7.75,6.35,31.5,17.8,31.8,20.7,12,7,11,14,0,1,4,4,0,2,4,5,29.7,32.2,34.0,31.8,0,3,Rainy,Poor,Night,5.2,9.8,6.92,6.37,1,0,2.9,12,5,21.9,15.1,,0.49,0.32,-0.3000000000000007,0.990565726237193,-2.8999999999999986,2.599999999999998,-1.13,0.45999999999999996,-0.33499999999999996,-4.6000000000000005,0.5499999999999998,7,1,6.799999999999999,0.16999999999999998,-3,1,-7,-4,-3,-4,-3,-4.300000000000001,0.40000000000000213,0.5556,0.4667,0.08889999999999998,0.6667,0.6,0.9,0.2,0.7,1.0,0.0,0.0,30,30,0,Home_Win
ISL00112,2016-17,2016-10-04,Kerala Blasters,Mumbai City FC,Kochi,5-3-2,4-2-3-1,7.16,7.22,6.37,7.65,40.1,18.6,29.0,15.3,6,16,8,14,1,2,3,0,3,4,3,1,25.8,19.3,15.9,39.6,0,1,Humid,Average,Night,7.7,2.1,6.66,6.54,3,1,9.5,10,6,28.3,10.2,Home,0.37,0.33,11.100000000000001,1.3827581438765022,3.3000000000000007,7.800000000000001,0.79,-0.4300000000000006,0.17999999999999972,5.6,0.1200000000000001,4,2,18.1,0.03999999999999998,-1,-2,2,-2,2,0,3,9.9,-20.3,0.5,0.2632,0.2368,0.6667,0.1818,1.3,-0.8,2.1,0.75,0.0,0.25,30,30,0,Away_Win
ISL00113,2016-17,2016-10-04,Odisha FC,Hyderabad FC,Bhubaneswar,4-2-3-1,3-5-2,6.87,8.12,6.14,7.69,61.8,36.2,37.5,17.2,4,12,7,22,1,1,1,0,1,2,2,3,30.3,39.6,15.2,54.6,1,2,Overcast,Good,Night,7.7,5.0,6.67,8.15,1,0,8.8,9,3,21.8,6.2,,0.41,0.45,24.299999999999997,1.6479995605334503,19.000000000000004,5.299999999999994,0.7300000000000004,0.4299999999999988,0.5799999999999992,2.7,-1.4800000000000004,6,1,15.600000000000001,-0.040000000000000036,-1,-3,-10,0,1,-1,-1,15.100000000000001,-15.0,0.3043,0.3636,-0.059299999999999964,0.25,0.2,-0.5,-0.2,-0.3,0.5,0.5,0.0,30,30,0,Draw
ISL00114,2016-17,2016-10-05,FC Goa,ATK Mohun Bagan,Goa,5-3-2,3-4-3,5.97,6.81,7.31,6.47,14.6,8.8,42.3,25.1,16,17,7,10,4,2,2,0,4,3,2,1,17.8,38.9,35.8,26.8,4,1,Clear,Average,Night,1.9,8.3,6.83,6.18,1,0,4.4,5,4,18.3,5.0,Both,0.35,0.34,-27.699999999999996,0.3451535827060088,-16.3,-11.399999999999997,-1.3399999999999999,0.33999999999999986,-0.5,-6.4,0.6500000000000004,1,1,13.3,0.009999999999999953,3,9,7,2,2,2,2,-17.999999999999996,12.099999999999998,0.4118,0.4375,-0.0257,0.3,0.5,0.0,-0.1,0.1,1.0,0.0,0.0,30,2,28,Home_Win
